StopID;DIVA;StopText;Municipality;MunicipalityID;Longitude;Latitude
2;60201421;Venediger Au;Wien;49000001;16.3965357;48.2179090
3;60201892;Messe Prater;Wien;49000001;16.4066327;48.2179449
4;60201009;Perspektivstraße;Wien;49000001;16.4013057;48.2179689
5;60200195;Börse;Wien;49000001;16.3648611;48.2157841
7;60201848;Lassallestraße;Wien;49000001;16.3937688;48.2195490
8;60201349;Hauptbahnhof S U;Wien;49000001;16.3749761;48.1859187
9;60200619;Julius-Raab-Platz;Wien;49000001;16.3825669;48.2103428
10;60200245;Stubentor U;Wien;49000001;16.3798899;48.2067269
11;60201460;Weihburggasse;Wien;49000001;16.3777519;48.2046076
12;60201193;Schwarzenbergplatz;Wien;49000001;16.3746168;48.2018176
13;60200975;Oper, Karlsplatz U;Wien;49000001;16.3700893;48.2023325
14;60200190;Burgring;Wien;49000001;16.3640885;48.2038113
15;60200246;Ring, Volkstheater U;Wien;49000001;16.3600371;48.2068287
16;60200994;Parlament;Wien;49000001;16.3601090;48.2082715
17;60200192;Rathausplatz, Burgtheater;Wien;49000001;16.3606929;48.2102530
18;60201184;Schottentor U;Wien;49000001;16.3621481;48.2137250
19;60200195;Börse;Wien;49000001;16.3661277;48.2155567
20;60201182;Schottenring U;Wien;49000001;16.3712032;48.2165922
21;60201145;Salztorbrücke;Wien;49000001;16.3737544;48.2141500
22;60201198;Schwedenplatz U;Wien;49000001;16.3778597;48.2115760
23;60200619;Julius-Raab-Platz;Wien;49000001;16.3833394;48.2111869
26;;Praterstern S U;;;0;0
27;60201421;Venediger Au;Wien;49000001;16.3973082;48.2179809
28;60201009;Perspektivstraße;Wien;49000001;16.4007757;48.2178611
29;60201892;Messe Prater;Wien;49000001;16.4066327;48.2178671
30;60200274;Elderschplatz;Wien;49000001;16.4118429;48.2178971
31;60200196;Bösendorferstraße, Karlsplatz U;Wien;49000001;16.3705564;48.2012607
33;60200246;Ring, Volkstheater U;Wien;49000001;16.3596149;48.2067449
36;60201468;Westbahnhof S U;Wien;49000001;16.3392411;48.1964526
37;60201575;Schemmerlstraße;Wien;49000001;16.4233504;48.1574201
39;60201349;Hauptbahnhof S U;Wien;49000001;16.3753085;48.1860325
40;60200989;Karl-Popper-Straße;Wien;49000001;16.3791173;48.1874100
41;60200619;Julius-Raab-Platz;Wien;49000001;16.3833484;48.2112707
42;60201198;Schwedenplatz U;Wien;49000001;16.3778237;48.2117137
43;60201145;Salztorbrücke;Wien;49000001;16.3742125;48.2138447
44;60201182;Schottenring U;Wien;49000001;16.3709067;48.2170292
45;60200195;Börse;Wien;49000001;16.3660199;48.2156465
46;60201184;Schottentor U;Wien;49000001;16.3618068;48.2137310
47;60200192;Rathausplatz, Burgtheater;Wien;49000001;16.3605941;48.2106302
48;60200994;Parlament;Wien;49000001;16.3600641;48.2089600
49;60200246;Ring, Volkstheater U;Wien;49000001;16.3599113;48.2067090
50;60200190;Burgring;Wien;49000001;16.3634238;48.2040448
51;60200975;Oper, Karlsplatz U;Wien;49000001;16.3686879;48.2024343
52;60201193;Schwarzenbergplatz;Wien;49000001;16.3746886;48.2016858
53;60201460;Weihburggasse;Wien;49000001;16.3776082;48.2043202
54;60200245;Stubentor U;Wien;49000001;16.3803031;48.2068886
55;60200619;Julius-Raab-Platz;Wien;49000001;16.3827824;48.2106242
56;60200544;Hoher Markt;Wien;49000001;16.3718949;48.2113964
57;60200905;Hauptbahnhof Ost;Wien;49000001;16.3805995;48.1845112
58;60200905;Hauptbahnhof Ost;Wien;49000001;16.3804917;48.1845232
59;60201205;Schüttaustraße;Wien;49000001;16.4171520;48.2309078
60;60201205;Schüttaustraße;Wien;49000001;16.4170711;48.2308540
61;;Gänsehäufel;;;0;0
62;60201204;Schüttauplatz;Wien;49000001;16.4230539;48.2265334
63;60201209;Schödlbergergasse;Wien;49000001;16.4208351;48.2281970
64;60200411;Goethehof;Wien;49000001;16.4191103;48.2295494
65;60200641;Kaisermühlen-VIC U;Wien;49000001;16.4157596;48.2327090
66;;Kaisermühlen-VIC U;;;0;0
67;60201634;Seidelbastgasse;Wien;49000001;16.4712396;48.2142937
68;60201633;Stavangergasse;Wien;49000001;16.4759916;48.2130366
69;60201507;Haßlwanderweg;Wien;49000001;16.4789920;48.2125937
70;;Neue Donau Mitte;;;0;0
71;60201016;Alfred-Adler-Straße;Wien;49000001;16.3808690;48.1829060
72;60200641;Kaisermühlen-VIC U;Wien;49000001;16.4155350;48.2328406
73;60200411;Goethehof;Wien;49000001;16.4190025;48.2294178
74;60201209;Schödlbergergasse;Wien;49000001;16.4207273;48.2281551
75;;Schüttauplatz;;;0;0
76;60200883;Mauthausgasse;Wien;49000001;16.3456910;48.1879310
77;60202951;Haus des Meeres;Wien;49000001;16.3548269;48.1979496
78;;Siebenhirten;;;0;0
79;60201182;Schottenring U;Wien;49000001;16.3716793;48.2163827
81;60201193;Schwarzenbergplatz;Wien;49000001;16.3747425;48.2010931
83;60200260;Strebersdorf, Meriangasse;Wien;49000001;16.3865823;48.2913817
88;60200116;Beethovengang;Wien;49000001;16.3627770;48.2597722
89;60200457;Habsburgergasse;Wien;49000001;16.3680052;48.2075172
90;60200116;Beethovengang;Wien;49000001;16.3627051;48.2595210
91;60200948;Nußdorf S;Wien;49000001;16.3668374;48.2601311
92;60201231;Sickenberggasse;Wien;49000001;16.3670799;48.2581455
93;60200428;Grinzinger Straße;Wien;49000001;16.3651845;48.2544732
94;60200468;Halteraugasse;Wien;49000001;16.3639538;48.2521943
95;60200301;Heiligenstadt, 12.-Februar-Platz;Wien;49000001;16.3627680;48.2491556
96;60200439;Gunoldstraße;Wien;49000001;16.3616541;48.2448904
97;60201068;Rampengasse;Wien;49000001;16.3606929;48.2412351
98;60201062;Spittelau S U;Wien;49000001;16.3567672;48.2359939
99;60200786;Liechtenwerder Platz;Wien;49000001;16.3565067;48.2325773
100;60200099;Augasse;Wien;49000001;16.3573242;48.2299923
101;60200345;Franz-Josefs-Bahnhof S;Wien;49000001;16.3611600;48.2257434
102;60200112;Bauernfeldplatz;Wien;49000001;16.3607019;48.2210992
103;60201169;Schlickgasse;Wien;49000001;16.3642772;48.2186931
104;60200099;Augasse  (Schleife);Wien;49000001;16.3569918;48.2298546
105;60201193;Schwarzenbergplatz;Wien;49000001;16.3746707;48.2006261
106;60200446;Gußhausstraße;Wien;49000001;16.3754791;48.1971412
107;60201025;Plößlgasse;Wien;49000001;16.3769344;48.1947161
108;60201173;Schloss Belvedere;Wien;49000001;16.3789556;48.1920992
109;60201346;Quartier Belvedere S;Wien;49000001;16.3813901;48.1876435
111;60201346;Quartier Belvedere S;Wien;49000001;16.3815158;48.1877034
112;60201173;Schloss Belvedere;Wien;49000001;16.3793329;48.1917219
113;60201025;Plößlgasse;Wien;49000001;16.3773476;48.1943568
114;60200446;Gußhausstraße;Wien;49000001;16.3751198;48.1981711
115;60200371;Seegasse;Wien;49000001;16.3614295;48.2228588
116;60201169;Schlickgasse;Wien;49000001;16.3643939;48.2187470
117;60200112;Bauernfeldplatz;Wien;49000001;16.3608905;48.2206802
118;60200345;Franz-Josefs-Bahnhof S;Wien;49000001;16.3611331;48.2257913
119;60200099;Augasse;Wien;49000001;16.3574410;48.2299623
120;60200786;Liechtenwerder Platz;Wien;49000001;16.3566684;48.2325175
121;60201062;Spittelau S U;Wien;49000001;16.3568930;48.2359820
122;60201068;Rampengasse;Wien;49000001;16.3604413;48.2406847
123;60200439;Gunoldstraße;Wien;49000001;16.3617529;48.2444417
124;60200301;Heiligenstadt, 12.-Februar-Platz;Wien;49000001;16.3626961;48.2487309
125;60200468;Halteraugasse;Wien;49000001;16.3638639;48.2516679
126;60200428;Grinzinger Straße;Wien;49000001;16.3653282;48.2544791
127;60201231;Sickenberggasse;Wien;49000001;16.3670080;48.2578644
128;60200948;Nußdorf S;Wien;49000001;16.3673763;48.2598500
130;60200371;Seegasse;Wien;49000001;16.3613666;48.2230982
131;60200467;Eckpergasse;Wien;49000001;16.3165946;48.2333731
132;60200527;Hintere Zollamtsstraße;Wien;49000001;16.3865374;48.2111510
133;60200419;Gredlerstraße;Wien;49000001;16.3795126;48.2138866
134;60201198;Schwedenplatz U;Wien;49000001;16.3777339;48.2117975
135;60200034;Althanstraße;Wien;49000001;16.3597496;48.2287416
136;60200034;Althanstraße;Wien;49000001;16.3592286;48.2289570
137;60200520;Hietzing U;Wien;49000001;16.3039732;48.1884041
138;60201561;Cumberlandstraße;Wien;49000001;16.3019161;48.1918357
139;60200055;Ameisgasse;Wien;49000001;16.2996703;48.1943927
140;60200780;Leyserstraße;Wien;49000001;16.3025449;48.1983807
141;60200502;Herbeckstraße;Wien;49000001;16.3170258;48.2324517
142;60200026;Alsegger Straße;Wien;49000001;16.3241404;48.2316857
143;60200393;Gersthof S;Wien;49000001;16.3289644;48.2315481
144;60201461;Weinhauser Gasse;Wien;49000001;16.3317581;48.2300401
145;60200101;Aumannplatz;Wien;49000001;16.3363216;48.2284184
146;60200843;Martinstraße;Wien;49000001;16.3417744;48.2266471
147;60201510;Währinger Straße, Volksoper U;Wien;49000001;16.3492933;48.2248218
148;60201288;Spitalgasse;Wien;49000001;16.3530033;48.2224039
149;60201226;Sensengasse;Wien;49000001;16.3555455;48.2207042
150;60201197;Schwarzspanierstraße;Wien;49000001;16.3590490;48.2173404
151;60200889;Montleartstraße;Wien;49000001;16.3021497;48.2024702
152;60200187;Burgersteingasse;Wien;49000001;16.2978917;48.2026318
153;60200156;Breitenseer Straße, Braillegasse;Wien;49000001;16.2950709;48.2027755
154;60200156;Breitenseer Straße, Braillegasse;Wien;49000001;16.2950530;48.2026378
155;60200187;Burgersteingasse;Wien;49000001;16.2979905;48.2025181
156;60200889;Montleartstraße;Wien;49000001;16.3021766;48.2023564
157;60200780;Leyserstraße;Wien;49000001;16.3022215;48.1978179
158;60200055;Ameisgasse;Wien;49000001;16.2995176;48.1947221
159;60201561;Cumberlandstraße;Wien;49000001;16.3017364;48.1923088
160;60201210;Schöffelgasse;Wien;49000001;16.3260269;48.2316558
161;60200743;Landstraße, Wien Mitte S U;Wien;49000001;16.3854235;48.2055655
162;60200845;Marxergasse;Wien;49000001;16.3865554;48.2071760
163;60200527;Hintere Zollamtsstraße;Wien;49000001;16.3870315;48.2108636
164;60201063;Radetzkyplatz;Wien;49000001;16.3895378;48.2109774
165;60200513;Hetzgasse;Wien;49000001;16.3927627;48.2085768
166;60201071;Löwengasse;Wien;49000001;16.3945773;48.2058828
167;60201497;Wittelsbachstraße;Wien;49000001;16.3994013;48.2061163
168;60200486;Prater Hauptallee;Wien;49000001;16.4052763;48.2088821
169;60200486;Prater Hauptallee;Wien;49000001;16.4062554;48.2091695
170;60201497;Wittelsbachstraße;Wien;49000001;16.3993923;48.2061702
171;60201071;Löwengasse;Wien;49000001;16.3954487;48.2057571
172;60200513;Hetzgasse;Wien;49000001;16.3931490;48.2082236
173;60201063;Radetzkyplatz;Wien;49000001;16.3906517;48.2104027
174;60200527;Hintere Zollamtsstraße;Wien;49000001;16.3874717;48.2111510
175;60200845;Marxergasse;Wien;49000001;16.3865644;48.2079183
176;60200743;Landstraße, Wien Mitte S U;Wien;49000001;16.3856571;48.2059906
177;60200732;Kutschkergasse;Wien;49000001;16.3449813;48.2261204
178;60200054;Ameisbachzeile, Hanuschkrankenhaus;Wien;49000001;16.2921514;48.2014463
179;60200764;Lebingergasse;Wien;49000001;16.2901122;48.2040328
180;60200339;Flötzersteigbrücke;Wien;49000001;16.2906692;48.2066551
181;60200846;Matschgasse;Wien;49000001;16.2908129;48.2087085
182;60200983;Ottakringer Bad;Wien;49000001;16.2890971;48.2113066
183;60200846;Matschgasse;Wien;49000001;16.2907051;48.2087445
184;60200339;Flötzersteigbrücke;Wien;49000001;16.2905884;48.2067389
185;60200764;Lebingergasse;Wien;49000001;16.2898966;48.2040688
186;60200054;Ameisbachzeile, Hanuschkrankenhaus;Wien;49000001;16.2921335;48.2012068
187;60200732;Kutschkergasse;Wien;49000001;16.3446040;48.2262042
188;60201288;Spitalgasse;Wien;49000001;16.3536770;48.2220628
189;60201510;Währinger Straße, Volksoper U;Wien;49000001;16.3493831;48.2248637
190;60200843;Martinstraße;Wien;49000001;16.3427715;48.2265992
191;60200101;Aumannplatz;Wien;49000001;16.3368336;48.2279876
192;60201461;Weinhauser Gasse;Wien;49000001;16.3318210;48.2301299
193;60200393;Gersthof S;Wien;49000001;16.3289554;48.2317276
194;60200026;Alsegger Straße;Wien;49000001;16.3247064;48.2316917
195;60200502;Herbeckstraße;Wien;49000001;16.3182475;48.2324517
196;60200438;Guneschgasse;Wien;49000001;16.3535064;48.2362512
197;60200135;Döblinger Hauptstraße, Gatterburggasse;Wien;49000001;16.3546472;48.2387223
198;60201030;Pokornygasse;Wien;49000001;16.3554647;48.2408641
199;60200109;Barawitzkagasse;Wien;49000001;16.3556354;48.2442682
200;60201008;Perntergasse;Wien;49000001;16.3551862;48.2487189
201;60200540;Hohe Warte;Wien;49000001;16.3555725;48.2510159
202;60201008;Perntergasse;Wien;49000001;16.3549796;48.2493889
203;60200109;Barawitzkagasse;Wien;49000001;16.3557162;48.2448844
204;60201030;Pokornygasse;Wien;49000001;16.3554737;48.2414026
205;60200135;Döblinger Hauptstraße, Gatterburggasse;Wien;49000001;16.3546472;48.2390932
206;60200438;Guneschgasse;Wien;49000001;16.3535872;48.2368196
207;60200405;Glatzgasse;Wien;49000001;16.3528506;48.2339236
208;60200950;Nußdorfer Straße U;Wien;49000001;16.3536860;48.2323918
209;60200202;Canisiusgasse;Wien;49000001;16.3547460;48.2282628
210;60200029;Nußdorfer Straße / Alserbachstraße;Wien;49000001;16.3546921;48.2251689
211;60201288;Spitalgasse;Wien;49000001;16.3533536;48.2225715
212;60200252;Döblinger Bad;Wien;49000001;16.3569649;48.2512013
213;60200029;Nußdorfer Straße / Alserbachstraße;Wien;49000001;16.3551593;48.2256237
214;60200202;Canisiusgasse;Wien;49000001;16.3549167;48.2279696
215;60200950;Nußdorfer Straße U;Wien;49000001;16.3542520;48.2315301
216;60200405;Glatzgasse;Wien;49000001;16.3534345;48.2330201
217;60200747;Lange Gasse;Wien;49000001;16.3513863;48.2149761
218;60201267;Skodagasse;Wien;49000001;16.3491855;48.2152155
219;60200178;Brünnlbadgasse;Wien;49000001;16.3463198;48.2154849
220;60200027;Alser Straße U;Wien;49000001;16.3421337;48.2172207
221;60200988;Palffygasse;Wien;49000001;16.3366719;48.2176995
222;60200276;Elterleinplatz;Wien;49000001;16.3319648;48.2181724
223;60201115;Rosensteingasse;Wien;49000001;16.3270600;48.2192438
224;60200508;Hernals, Wattgasse;Wien;49000001;16.3218138;48.2214224
225;60200508;Bahnhof Hernals;Wien;49000001;16.3210143;48.2216558
229;;Bhf.Hls. - Bedarfshaltes;;;0;0
230;60200508;Hernals, Wattgasse;Wien;49000001;16.3217419;48.2213506
231;60201115;Rosensteingasse;Wien;49000001;16.3269701;48.2191300
232;60200276;Elterleinplatz;Wien;49000001;16.3328810;48.2180886
233;60200988;Palffygasse;Wien;49000001;16.3366450;48.2175918
234;60200027;Alser Straße U;Wien;49000001;16.3420798;48.2171549
235;60200178;Brünnlbadgasse;Wien;49000001;16.3453407;48.2155028
236;60201267;Skodagasse;Wien;49000001;16.3491675;48.2151377
237;60200747;Lange Gasse;Wien;49000001;16.3504251;48.2149880
238;60200742;Landesgerichtsstraße;Wien;49000001;16.3570816;48.2144433
239;60201728;Hainburger Straße;Wien;49000001;16.3971555;48.1989795
240;60200540;Hohe Warte;Wien;49000001;16.3553838;48.2513569
241;60200840;Maroltingergasse;Wien;49000001;16.3057699;48.2144134
242;60200840;Maroltingergasse;Wien;49000001;16.3059855;48.2134736
243;60201865;Weinheimergasse;Wien;49000001;16.3111328;48.2136831
244;60201080;Redtenbachergasse;Wien;49000001;16.3144207;48.2133299
245;60200669;Familienplatz;Wien;49000001;16.3185799;48.2134257
246;60200602;Johann-Nepomuk-Berger-Platz;Wien;49000001;16.3251016;48.2131923
247;60200456;Haberlgasse;Wien;49000001;16.3305544;48.2117915
248;60200173;Brunnenmarkt;Wien;49000001;16.3357287;48.2110851
249;60200615;Josefstädter Straße U;Wien;49000001;16.3392591;48.2111689
250;60200019;Albertgasse;Wien;49000001;16.3435710;48.2106182
251;60201559;Josefstädter Str. / Lederergasse;Wien;49000001;16.3483590;48.2096664
252;60201072;Rathaus U;Wien;49000001;16.3547909;48.2091755
253;60200743;Landstraße S U;Wien;49000001;16.3842647;48.2060983
254;60201450;Hintzerstraße;Wien;49000001;16.3930861;48.2004524
256;60200075;Apostelgasse;Wien;49000001;16.3982335;48.2003686
257;60200653;Kardinal-Nagl-Platz U;Wien;49000001;16.4013147;48.1978598
258;60200765;Lechnerstraße;Wien;49000001;16.4048361;48.1965903
259;60200743;Landstraße S U;Wien;49000001;16.3843365;48.2062121
262;60200765;Lechnerstraße;Wien;49000001;16.4048451;48.1966861
263;60200653;Kardinal-Nagl-Platz U;Wien;49000001;16.4019255;48.1970574
264;60201061;Rabengasse;Wien;49000001;16.3977843;48.1943208
265;60201694;Klimschgasse;Wien;49000001;16.3958350;48.1926920
266;60200110;Barichgasse;Wien;49000001;16.3948199;48.1983508
267;60201450;Hintzerstraße;Wien;49000001;16.3929963;48.2004105
268;60200245;Stubentor U;Wien;49000001;16.3806534;48.2070682
269;60201072;Rathaus U;Wien;49000001;16.3555725;48.2093072
270;60201559;Josefstädter Str. / Lederergasse;Wien;49000001;16.3491316;48.2096305
271;60200019;Albertgasse;Wien;49000001;16.3443346;48.2105763
272;60200148;Blindengasse;Wien;49000001;16.3407952;48.2110073
273;60200615;Josefstädter Straße U;Wien;49000001;16.3390255;48.2110492
274;60200173;Brunnenmarkt;Wien;49000001;16.3363934;48.2111031
275;60200456;Neulerchenfelder Str. / Haberlgasse;Wien;49000001;16.3316054;48.2116957
276;60200602;Johann-Nepomuk-Berger-Platz;Wien;49000001;16.3269252;48.2134137
277;60200669;Familienplatz;Wien;49000001;16.3194422;48.2135634
278;60201080;Redtenbachergasse;Wien;49000001;16.3150135;48.2133240
279;60200601;Johannes-Krawarik-Gasse;Wien;49000001;16.3086714;48.2138627
280;60200688;Kleistgasse;Wien;49000001;16.3909931;48.1935124
281;60200110;Barichgasse;Wien;49000001;16.3949277;48.1981172
282;60200292;Eslarngasse;Wien;49000001;16.3959248;48.1964346
283;60201061;Rabengasse;Wien;49000001;16.3977753;48.1938059
284;60201425;St. Marx S;Wien;49000001;16.3993923;48.1886377
286;60200763;St. Marx S, Leberstraße;Wien;49000001;16.3996438;48.1878472
287;60201148;Viehmarktgasse;Wien;49000001;16.4008027;48.1906739
288;60201425;St. Marx S;Wien;49000001;16.3999493;48.1886796
289;60200417;Grasbergergasse;Wien;49000001;16.4003355;48.1862361
290;60200538;Hofmannsthalgasse;Wien;49000001;16.3998954;48.1850203
291;60200245;Stubentor U;Wien;49000001;16.3802672;48.2073436
292;60201698;Petrusgasse;Wien;49000001;16.3988623;48.1927519
293;60201425;St. Marx S;Wien;49000001;16.3995360;48.1885838
294;60201061;Rabengasse;Wien;49000001;16.3975418;48.1943089
295;60200292;Eslarngasse;Wien;49000001;16.3961134;48.1965005
296;60201104;Rochusgasse U;Wien;49000001;16.3908044;48.2022726
297;60201104;Rochusgasse U;Wien;49000001;16.3909122;48.2023444
298;60201471;Weyrgasse;Wien;49000001;16.3877950;48.2049249
299;60201078;Raxstraße;Wien;49000001;16.3644478;48.1667496
300;60200136;Gudrunstraße;Wien;49000001;16.3738173;48.1786952
301;60200211;Columbusplatz;Wien;49000001;16.3737544;48.1823011
302;60201349;Hauptbahnhof S U;Wien;49000001;16.3747515;48.1860804
303;60201346;Quartier Belvedere S;Wien;49000001;16.3800875;48.1877094
304;60200300;Fasangasse;Wien;49000001;16.3847048;48.1882544
305;60200736;Kölblgasse;Wien;49000001;16.3857469;48.1908895
306;60201091;Rennweg S;Wien;49000001;16.3864655;48.1943328
307;60200929;Ungargasse, Neulinggasse;Wien;49000001;16.3874267;48.1988238
308;60201218;Sechskrügelgasse;Wien;49000001;16.3871932;48.2024702
309;;Praterstern;;;0;0
310;60200348;Franzensbrücke;Wien;49000001;16.3915500;48.2139106
311;60201040;Praterstern S U;Wien;49000001;16.3916039;48.2183579
312;60201130;Rueppgasse;Wien;49000001;16.3864116;48.2205366
313;60200494;Taborstraße;Wien;49000001;16.3827196;48.2221645
314;60200051;Am Tabor;Wien;49000001;16.3839862;48.2255818
315;60201079;Rebhanngasse;Wien;49000001;16.3881364;48.2277721
316;60200578;Innstraße;Wien;49000001;16.3870944;48.2303154
317;60201385;Traisengasse S;Wien;49000001;16.3832316;48.2337501
318;60200500;Dresdner Straße U;Wien;49000001;16.3793689;48.2371906
319;60200569;Höchstädtplatz;Wien;49000001;16.3773387;48.2390154
320;60200363;Friedrich-Engels-Platz;Wien;49000001;16.3802133;48.2440529
321;60200363;Friedrich-Engels-Platz;Wien;49000001;16.3795934;48.2442682
322;60200569;Höchstädtplatz;Wien;49000001;16.3770602;48.2396676
323;60200500;Dresdner Straße U;Wien;49000001;16.3792790;48.2371427
324;60201385;Traisengasse S;Wien;49000001;16.3831687;48.2336604
325;60200578;Innstraße;Wien;49000001;16.3864745;48.2307223
326;60201079;Rebhanngasse;Wien;49000001;16.3883969;48.2282030
327;60200051;Am Tabor;Wien;49000001;16.3837167;48.2254921
328;60200494;Heinestraße, Taborstraße;Wien;49000001;16.3824231;48.2226074
329;60201130;Rueppgasse;Wien;49000001;16.3857738;48.2204767
330;60200899;Mühlfeldgasse;Wien;49000001;16.3891425;48.2207520
332;60200348;Franzensbrücke;Wien;49000001;16.3914602;48.2139046
333;60201063;Radetzkyplatz;Wien;49000001;16.3904361;48.2113126
334;60201218;Sechskrügelgasse;Wien;49000001;16.3873459;48.2014284
335;60200929;Ungargasse, Neulinggasse;Wien;49000001;16.3873279;48.1993148
336;60201091;Rennweg S;Wien;49000001;16.3864476;48.1949017
337;60200736;Kölblgasse;Wien;49000001;16.3856840;48.1913386
338;60201471;Weyrgasse;Wien;49000001;16.3885676;48.2042005
339;60201346;Quartier Belvedere S;Wien;49000001;16.3799977;48.1877873
340;60201349;Hauptbahnhof S U;Wien;49000001;16.3747246;48.1861223
341;60200211;Columbusplatz;Wien;49000001;16.3736556;48.1824209
342;60200136;Gudrunstraße;Wien;49000001;16.3736825;48.1779764
343;60201058;Quellenplatz;Wien;49000001;16.3735298;48.1760655
344;60200461;Oberzellergasse;Wien;49000001;16.3947570;48.1921231
345;60201040;Praterstern S U;Wien;49000001;16.3916039;48.2182083
346;60200941;Nordbahnstraße;Wien;49000001;16.3894929;48.2232717
347;60200051;Am Tabor;Wien;49000001;16.3840221;48.2251031
348;60200944;Nordwestbahnstraße;Wien;49000001;16.3808421;48.2280773
349;60201077;Rauscherstraße;Wien;49000001;16.3753534;48.2307343
350;60201443;Wallensteinplatz;Wien;49000001;16.3713828;48.2300940
351;60201444;Klosterneuburger Str. / Wallensteinstraße;Wien;49000001;16.3686519;48.2288373
352;60200357;Friedensbrücke U;Wien;49000001;16.3651306;48.2271438
353;60200345;Franz-Josefs-Bahnhof S;Wien;49000001;16.3611331;48.2255579
354;60200029;Nußdorfer Straße;Wien;49000001;16.3549077;48.2247859
355;60200762;Lazarettgasse;Wien;49000001;16.3518175;48.2192198
356;60200747;Lange Gasse;Wien;49000001;16.3509551;48.2152095
357;60200753;Laudongasse;Wien;49000001;16.3480356;48.2132581
358;60200333;Florianigasse;Wien;49000001;16.3457539;48.2129408
359;60200019;Albertgasse;Wien;49000001;16.3439752;48.2108098
360;60201558;Lerchenfelder Straße;Wien;49000001;16.3393489;48.2086786
361;60200644;Kaiserstraße, Burggasse;Wien;49000001;16.3399508;48.2045238
362;60200646;Kaiserstraße;Wien;49000001;16.3404179;48.2020511
363;60201328;Stollgasse;Wien;49000001;16.3410377;48.1988956
364;60200643;Mariahilfer Straße / Kaiserstraße;Wien;49000001;16.3416306;48.1966742
365;;Josefstädter Straße U;;;0;0
366;60200645;Kaiserstraße, Neustiftgasse;Wien;49000001;16.3396184;48.2062420
367;60200645;Kaiserstraße, Neustiftgasse;Wien;49000001;16.3398070;48.2057810
368;60201468;Westbahnhof (Bed.-HS);Wien;49000001;16.3394567;48.1966802
369;60201259;Simmeringer Haide;Wien;49000001;16.4404902;48.1773893
370;60201468;Westbahnhof S U;Wien;49000001;16.3394926;48.1966562
373;60201328;Stollgasse;Wien;49000001;16.3410916;48.1985543
374;60200646;Kaiserstraße;Wien;49000001;16.3405886;48.2016080
375;60200644;Kaiserstraße, Burggasse;Wien;49000001;16.3401394;48.2040268
376;60201558;Lerchenfelder Straße;Wien;49000001;16.3394298;48.2082116
377;60200148;Blindengasse;Wien;49000001;16.3404538;48.2107499
378;60200333;Florianigasse;Wien;49000001;16.3451520;48.2123841
379;60200753;Laudongasse;Wien;49000001;16.3498682;48.2132401
380;60200747;Lange Gasse;Wien;49000001;16.3510629;48.2145630
381;60200762;Lazarettgasse;Wien;49000001;16.3516199;48.2185914
382;60201288;Spitalgasse;Wien;49000001;16.3531830;48.2220269
383;60200029;Nußdorfer Straße / Alserbachstraße;Wien;49000001;16.3549347;48.2247200
384;60200345;Franz-Josefs-Bahnhof S;Wien;49000001;16.3611780;48.2255040
385;60200357;Friedensbrücke U;Wien;49000001;16.3653641;48.2271557
386;60201444;Klosterneuburger Str. / Wallensteinstraße;Wien;49000001;16.3680141;48.2284424
387;60201443;Wallensteinplatz;Wien;49000001;16.3707810;48.2297529
388;60201077;Rauscherstraße;Wien;49000001;16.3752905;48.2306804
389;60200944;Nordwestbahnstraße;Wien;49000001;16.3807523;48.2280055
390;60200051;Am Tabor;Wien;49000001;16.3830430;48.2255280
391;60200941;Nordbahnstraße;Wien;49000001;16.3888012;48.2237266
392;60200899;Mühlfeldgasse;Wien;49000001;16.3900588;48.2204348
396;60200436;Gumpendorfer Straße U;Wien;49000001;16.3378128;48.1907937
397;60200827;Margaretengürtel U;Wien;49000001;16.3417115;48.1883263
398;60200077;Arbeitergasse, Gürtel;Wien;49000001;16.3455922;48.1843974
399;60200267;Eichenstraße;Wien;49000001;16.3498592;48.1803784
400;60200849;Matzleinsdorfer Platz S;Wien;49000001;16.3587076;48.1806359
401;60201060;Knöllgasse;Wien;49000001;16.3581686;48.1776409
402;60200914;Neilreichgasse;Wien;49000001;16.3653192;48.1761493
403;60201058;Quellenplatz;Wien;49000001;16.3731076;48.1756162
404;60201095;Reumannplatz U;Wien;49000001;16.3772578;48.1753466
405;60200384;Gellertplatz;Wien;49000001;16.3820818;48.1750291
406;60200001;Schrankenberggasse;Wien;49000001;16.3894569;48.1738190
407;60201598;Bernhardtstalgasse;Wien;49000001;16.3612498;48.1764369
408;60200382;Geiereckstraße;Wien;49000001;16.3997157;48.1749992
409;60200484;Geiselbergstraße S;Wien;49000001;16.4063273;48.1746877
410;60201263;Polkorabplatz;Wien;49000001;16.4131365;48.1744361
411;60201598;Bernhardtstalgasse;Wien;49000001;16.3620942;48.1764369
412;60200425;Enkplatz U, Grillgasse;Wien;49000001;16.4161728;48.1740107
413;;Abstellplatz Hlst. 69A (Umleitung);;;0;0
414;;Abstellplatz 13A Südtiroler Platz (Umleitung);;;0;0
415;60201263;Polkorabplatz;Wien;49000001;16.4114926;48.1745978
416;60200484;Geiselbergstraße S;Wien;49000001;16.4063273;48.1747596
418;60200382;Geiereckstraße;Wien;49000001;16.3995450;48.1750651
419;60201574;Schemmerlstraße, Unterfeld;Wien;49000001;16.4213292;48.1605721
420;60200001;Schrankenberggasse;Wien;49000001;16.3894839;48.1738909
421;60200384;Gellertplatz;Wien;49000001;16.3833304;48.1749453
422;60201095;Reumannplatz U;Wien;49000001;16.3781651;48.1753526
